sex,age,yrsexp,salary,regions
1,34,13.0,42000.0,Eastern
1,26,6.0,28000.0,Central
1,28,9.0,20000.0,Central
1,28,8.0,30000.0,Pacific
1,57,31.0,18000.0,Central
1,25,6.0,36000.0,Central
1,53,30.0,15645.0,Central
1,59,33.0,30000.0,Pacific
1,26,8.0,11000.0,Mountain
1,25,2.0,15200.0,Central
1,25,1.0,21000.0,Central
1,39,15.0,32000.0,Central
1,45,27.0,47000.0,Mountain
1,34,16.0,23400.0,Central
1,41,23.0,27000.0,Central
1,48,25.0,36700.0,Mountain
1,36,15.0,32500.0,Pacific
1,30,12.0,26500.0,Central
1,27,9.0,21000.0,Central
1,48,27.0,21000.0,Central
1,55,26.0,41600.0,Mountain
1,50,29.0,20681.0,Central
1,31,13.0,45000.0,Eastern
1,40,22.0,26000.0,Mountain
1,34,14.0,20000.0,Mountain
1,42,24.0,21000.0,Central
1,47,20.0,25000.0,Pacific
1,56,33.0,23000.0,Eastern
1,63,45.0,14000.0,Mountain
1,37,18.0,22000.0,Mountain
1,55,24.0,34000.0,Central
1,29,11.0,19000.0,Central
1,43,24.0,44800.0,Central
1,35,17.0,32500.0,Mountain
1,33,12.0,30000.0,Eastern
1,29,11.0,21000.0,Central
1,42,16.0,35000.0,Eastern
1,29,11.0,20000.0,Eastern
1,25,6.0,34000.0,Central
1,33,9.0,25000.0,Mountain
1,29,5.0,19000.0,Central
1,46,27.0,30000.0,Mountain
1,46,19.0,38000.0,Central
1,35,17.0,36000.0,Central
1,42,24.0,33000.0,Central
1,64,40.0,12000.0,Central
1,31,9.0,27000.0,Mountain
1,52,33.0,30000.0,Mountain
1,28,6.0,29000.0,Mountain
1,35,17.0,18000.0,Pacific
1,55,32.0,25500.0,Mountain
1,37,19.0,17500.0,Central
1,28,10.0,35000.0,Pacific
1,36,18.0,26200.0,Eastern
1,27,9.0,28000.0,Central
1,51,25.0,47470.0,Eastern
1,30,11.0,47000.0,Central
1,33,9.0,38900.0,Pacific
1,57,39.0,22000.0,Mountain
1,44,20.0,28000.0,Central
1,46,28.0,18700.0,Pacific
1,31,13.0,19780.0,Eastern
1,41,23.0,34000.0,Central
1,45,21.0,34000.0,Mountain
1,35,11.0,24000.0,Central
1,29,8.86100578308105,27000.0,Central
1,31,13.0,36735.0,Pacific
1,50,32.0,42000.0,Central
1,31,13.0,29000.0,Central
1,61,38.0,35000.0,Mountain
1,42,24.0,40500.0,Central
1,26,6.0,17000.0,Mountain
1,30,12.0,22000.0,Eastern
1,37,18.0,46000.0,Central
1,42,24.0,25000.0,Mountain
1,33,12.0,40000.0,Pacific
1,47,23.0,41500.0,Eastern
1,41,22.0,45000.0,Mountain
1,45,21.0,19000.0,Central
1,26,8.0,24000.0,Eastern
1,48,22.0,37000.0,Central
1,36,18.0,21000.0,Central
1,40,19.0,43000.0,Pacific
1,52,34.0,45000.0,Pacific
1,29,11.0,30000.0,Mountain
1,28,7.0,34000.0,Central
1,57,37.0,42000.0,Eastern
1,43,21.0,15000.0,Eastern
1,38,20.0,43000.0,Central
1,25,7.0,35000.0,Pacific
1,35,12.0,25000.0,Mountain
1,34,15.0,41500.0,Pacific
1,30,10.0,19000.0,Central
1,35,14.0,20000.0,Eastern
1,64,46.0,11960.0,Central
1,26,8.0,40000.0,Pacific
1,35,13.0,28220.0,Pacific
1,26,3.0,23500.0,Eastern
1,57,33.0,38000.0,Central
1,43,21.0,47800.0,Mountain
1,27,8.0,13517.0,Pacific
1,37,18.0,26000.0,Mountain
1,35,17.0,45000.0,Mountain
1,63,37.0,38823.0,Central
1,26,8.0,18000.0,Pacific
1,34,16.0,18500.0,Pacific
1,36,10.0,15000.0,Central
1,42,21.0,37000.0,Central
1,32,13.0,13800.0,Central
1,27,9.0,25000.0,Mountain
1,59,36.0,18000.0,Central
1,40,22.0,39000.0,Central
1,52,32.0,24000.0,Mountain
1,61,6.0,34500.0,Pacific
1,28,7.0,17000.0,Central
1,51,27.0,26000.0,Central
1,30,8.0,14400.0,Central
1,37,16.0,13155.0,Central
1,56,32.0,40000.0,Central
1,31,13.0,42000.0,Mountain
1,52,33.0,35000.0,Eastern
1,51,32.0,37000.0,Pacific
1,61,36.0,35000.0,Mountain
1,30,12.0,30000.0,Eastern
1,40,22.0,23500.0,Mountain
1,31,13.0,30000.0,Central
1,52,28.0,28000.0,Mountain
1,36,18.0,30484.0,Pacific
1,61,43.0,25000.0,Pacific
1,35,4.0,24500.0,Pacific
1,37,19.0,23000.0,Central
1,52,27.0,23737.0,Central
1,42,18.0,34000.0,Central
1,30,12.0,18250.0,Central
1,51,30.0,16385.0,Mountain
1,26,7.0,30000.0,Mountain
1,31,7.0,40300.0,Central
1,25,7.0,24000.0,Eastern
1,35,15.0,21000.0,Central
1,30,12.0,44200.0,Mountain
1,37,19.0,31000.0,Central
1,48,24.0,46000.0,Eastern
1,50,25.0,21050.0,Central
1,56,31.0,34200.0,Central
1,27,7.0,16000.0,Mountain
1,55,30.0,46520.0,Central
1,45,26.0,30000.0,Pacific
1,30,8.0,42500.0,Eastern
1,33,9.0,25000.0,Eastern
1,40,22.0,13500.0,Central
1,45,27.0,49300.0,Mountain
1,57,38.0,30106.0,Eastern
1,30,9.0,32000.0,Central
1,28,7.0,44000.0,Pacific
1,33,13.0,28279.0,Pacific
1,26,6.0,45000.0,Central
1,59,40.0,30000.0,Central
1,41,23.0,27400.0,Pacific
1,27,8.0,36000.0,Mountain
1,58,33.0,34680.0,Eastern
1,39,14.0,47000.0,Central
1,61,37.0,43000.0,Mountain
1,37,18.0,25000.0,Central
1,32,14.0,26000.0,Eastern
1,34,16.0,24809.0,Pacific
1,50,26.0,49000.0,Pacific
1,36,16.0,32810.0,Pacific
1,38,19.0,33000.0,Mountain
1,36,18.0,37492.0,Central
1,36,17.0,28000.0,Central
1,52,24.0,29000.0,Central
1,46,27.0,15000.0,Central
1,26,8.0,24862.0,Mountain
1,31,6.0,42100.0,Mountain
1,39,20.0,34700.0,Mountain
1,53,25.0,29000.0,Pacific
1,44,26.0,12000.0,Central
1,41,11.0,20000.0,Mountain
1,43,20.0,40400.0,Mountain
1,48,30.0,26000.0,Mountain
1,27,9.0,30200.0,Central
1,40,15.0,32000.0,Central
1,25,7.0,12500.0,Central
1,61,43.0,17000.0,Pacific
1,52,34.0,12338.0,Mountain
1,34,10.0,29000.0,Mountain
1,41,18.0,26300.0,Central
1,31,13.0,35050.0,Mountain
1,35,14.0,40300.0,Pacific
1,43,25.0,38500.0,Pacific
1,59,40.0,30000.0,Eastern
1,56,36.0,24000.0,Pacific
1,30,12.0,27000.0,Mountain
1,29,10.0,17900.0,Central
1,26,8.0,16000.0,Mountain
1,37,17.0,48000.0,Pacific
1,42,20.0,21066.0,Mountain
1,39,17.0,48000.0,Central
1,31,13.0,26000.0,Pacific
1,29,10.0,40000.0,Central
1,28,10.0,27500.0,Mountain
1,49,31.0,48000.0,Central
1,31,13.0,26000.0,Pacific
1,28,10.0,15000.0,Eastern
1,32,11.0,23500.0,Central
1,42,19.0,26000.0,Central
1,55,32.0,49000.0,Pacific
1,40,22.0,46000.0,Eastern
1,39,21.0,22388.0,Eastern
1,32,12.0,33075.0,Eastern
1,56,37.0,49000.0,Central
1,26,6.0,24000.0,Mountain
1,31,13.0,18000.0,Mountain
1,25,6.0,12000.0,Central
1,26,7.0,17000.0,Pacific
1,30,12.0,31000.0,Central
1,56,31.0,40500.0,Central
1,53,30.0,43423.0,Central
1,25,6.0,17000.0,Central
1,29,9.0,29000.0,Mountain
1,30,11.0,13000.0,Pacific
1,62,44.0,24675.0,Central
1,25,6.0,19000.0,Eastern
1,49,30.0,49255.0,Eastern
1,53,35.0,25164.0,Mountain
1,53,35.0,19500.0,Central
1,44,22.0,44000.0,Mountain
1,59,38.0,24000.0,Mountain
1,39,1.0,38000.0,Mountain
1,26,7.0,34000.0,Mountain
1,62,36.0,31700.0,Mountain
1,54,35.0,16000.0,Mountain
1,29,11.0,43000.0,Mountain
1,56,32.0,38000.0,Central
1,43,22.0,16500.0,Central
1,28,8.0,24337.0,Pacific
1,30,11.0,39200.0,Mountain
1,36,18.0,27000.0,Central
1,29,10.0,16000.0,Mountain
1,37,19.0,16673.0,Eastern
1,29,11.0,27000.0,Central
1,38,14.0,44000.0,Mountain
1,36,18.0,15000.0,Eastern
1,30,8.0,48000.0,Mountain
1,31,9.0,24000.0,Central
1,39,17.0,34400.0,Central
1,44,11.0,33000.0,Mountain
1,31,9.0,39000.0,Mountain
1,31,10.0,34000.0,Mountain
1,53,30.0,41602.0,Central
1,36,17.0,47000.0,Mountain
1,53,34.0,43000.0,Central
1,40,15.0,40000.0,Central
1,40,22.0,30300.0,Central
1,28,10.0,21000.0,Eastern
1,53,34.0,17627.0,Mountain
1,44,25.0,30000.0,Central
1,35,11.0,38000.0,Eastern
1,48,30.0,10600.0,Central
1,32,14.0,35000.0,Central
1,31,13.0,30000.0,Central
1,39,13.0,39700.0,Pacific
1,35,10.0,35000.0,Pacific
1,59,34.0,40000.0,Central
1,54,30.0,35000.0,Central
1,26,8.0,11000.0,Central
1,30,12.0,11300.0,Central
1,40,22.0,33735.0,Central
1,40,17.0,38000.0,Mountain
1,53,35.0,16850.0,Central
1,45,27.0,13581.0,Central
1,43,20.0,40750.0,Mountain
1,32,13.0,44000.0,Central
1,57,32.0,36000.0,Central
1,34,16.0,43000.0,Mountain
1,29,11.0,24588.0,Pacific
1,30,11.0,25000.0,Pacific
1,28,9.0,49000.0,Mountain
1,30,5.0,48000.0,Mountain
1,33,14.0,37000.0,Mountain
1,53,34.0,42000.0,Central
1,26,6.0,13100.0,Central
1,31,13.0,38000.0,Central
1,29,9.0,36000.0,Central
1,64,40.0,44000.0,Pacific
1,26,8.0,28000.0,Central
1,47,29.0,20580.0,Central
1,30,12.0,35000.0,Central
1,35,17.0,42000.0,Central
1,26,7.0,10050.0,Central
1,42,24.0,39500.0,Pacific
1,52,34.0,12000.0,Pacific
1,25,7.0,10682.0,Mountain
1,59,40.0,22000.0,Central
1,52,31.0,44200.0,Central
1,35,16.0,15000.0,Eastern
1,30,10.0,34115.0,Central
1,48,30.0,15000.0,Central
1,49,31.0,24000.0,Pacific
1,55,32.0,37000.0,Central
1,29,7.0,33402.0,Central
1,25,7.0,42000.0,Pacific
1,61,37.0,46000.0,Mountain
1,32,11.0,42000.0,Central
1,49,29.0,43000.0,Central
1,60,35.0,15666.0,Eastern
1,60,35.0,20000.0,Central
1,32,13.0,32000.0,Central
1,38,19.0,15678.0,Eastern
1,33,9.0,30641.0,Pacific
1,26,8.0,25000.0,Pacific
1,30,11.0,46200.0,Central
1,36,17.0,16000.0,Pacific
1,33,11.0,30000.0,Mountain
1,50,23.0,40000.0,Central
1,58,32.0,32920.0,Central
1,41,23.0,18000.0,Eastern
1,37,12.0,26000.0,Mountain
1,39,20.0,24000.0,Central
1,59,41.0,18900.0,Pacific
1,31,9.0,36000.0,Central
1,31,7.0,25000.0,Eastern
1,25,5.0,33000.0,Pacific
1,26,7.0,42000.0,Pacific
1,31,13.0,23000.0,Mountain
1,30,12.0,14000.0,Central
1,29,11.0,45000.0,Central
1,60,37.0,44000.0,Central
1,29,10.0,22000.0,Mountain
1,34,10.0,42000.0,Mountain
1,29,10.0,20200.0,Central
1,42,16.0,44720.0,Central
1,64,39.0,12500.0,Pacific
1,48,24.0,44000.0,Central
1,26,4.0,27000.0,Mountain
1,29,11.0,14000.0,Mountain
1,28,10.0,48400.0,Central
1,46,26.0,42000.0,Central
1,41,23.0,19325.0,Central
1,62,41.0,44836.0,Central
1,49,28.0,34240.0,Mountain
1,39,15.0,48000.0,Eastern
1,30,10.0,33000.0,Pacific
1,32,9.0,40000.0,Mountain
1,42,23.0,47000.0,Central
1,26,8.0,14000.0,Mountain
1,35,11.0,39836.0,Mountain
1,33,11.0,46000.0,Mountain
1,42,24.0,49765.0,Eastern
1,30,11.0,20920.0,Mountain
1,28,7.0,12000.0,Central
1,35,12.0,32000.0,Mountain
1,37,18.0,39000.0,Eastern
1,29,11.0,15000.0,Pacific
1,27,9.0,19000.0,Pacific
1,25,6.0,40000.0,Eastern
1,38,19.0,23000.0,Central
1,32,10.0,23000.0,Central
1,61,39.0,27500.0,Mountain
1,47,24.0,40000.0,Eastern
1,42,24.0,14473.0,Eastern
1,27,9.0,21277.0,Eastern
1,45,22.0,17000.0,Eastern
1,29,10.0,18000.0,Mountain
1,25,7.0,27225.0,Eastern
1,50,31.0,23566.0,Mountain
1,31,8.0,38000.0,Eastern
1,37,19.0,14900.0,Eastern
1,42,24.0,21000.0,Central
1,33,13.0,22000.0,Central
1,30,12.0,30000.0,Central
1,53,35.0,32000.0,Central
1,54,35.0,40000.0,Central
1,30,12.0,26000.0,Mountain
1,47,29.0,40000.0,Central
1,41,20.0,30000.0,Central
1,43,18.0,38684.0,Mountain
1,44,25.0,45000.0,Central
1,33,15.0,16000.0,Central
1,45,24.0,39000.0,Eastern
1,31,6.0,20552.0,Eastern
1,41,20.0,31250.0,Central
1,26,7.0,38000.0,Pacific
1,50,26.0,31960.0,Eastern
1,28,6.0,28000.0,Central
1,35,17.0,28000.0,Central
1,28,9.0,20000.0,Mountain
1,45,27.0,18000.0,Mountain
1,27,2.0,30000.0,Pacific
1,54,30.0,34200.0,Mountain
1,42,19.0,41000.0,Mountain
1,32,5.0,35000.0,Mountain
1,43,24.0,35794.0,Central
1,36,10.0,27000.0,Eastern
1,39,19.0,24000.0,Central
1,47,22.0,28000.0,Pacific
1,38,18.0,16224.0,Mountain
1,39,21.0,18436.0,Eastern
1,56,38.0,33000.0,Mountain
1,40,22.0,29000.0,Mountain
1,45,25.0,24000.0,Eastern
1,51,26.0,25000.0,Eastern
1,55,37.0,16000.0,Central
1,31,5.0,13520.0,Mountain
1,44,20.0,19000.0,Central
1,40,22.0,21000.0,Mountain
1,37,11.0,34000.0,Mountain
1,44,26.0,37500.0,Mountain
1,35,15.0,29000.0,Mountain
1,52,33.0,15632.0,Pacific
1,50,32.0,20000.0,Mountain
1,25,4.0,37000.0,Eastern
1,34,14.0,47000.0,Mountain
1,33,13.0,35000.0,Central
1,59,39.0,33742.0,Pacific
1,46,27.0,26000.0,Central
1,28,9.0,25000.0,Pacific
1,40,19.0,25600.0,Mountain
1,32,11.0,24000.0,Mountain
1,56,16.0,17500.0,Eastern
1,39,20.0,45000.0,Mountain
1,27,9.0,20000.0,Central
1,46,27.0,30000.0,Central
1,49,24.0,17000.0,Central
1,26,8.0,23000.0,Central
1,37,18.0,15000.0,Central
1,45,25.0,44000.0,Central
1,49,27.0,19000.0,Central
1,53,31.0,23400.0,Pacific
1,31,12.0,16050.0,Mountain
1,27,9.0,12700.0,Mountain
1,25,4.0,15000.0,Pacific
1,48,23.0,40000.0,Mountain
1,40,20.0,49000.0,Eastern
1,37,19.0,17000.0,Central
1,39,19.0,23000.0,Mountain
1,25,5.0,37000.0,Mountain
1,28,7.0,30000.0,Eastern
1,38,20.0,13000.0,Central
1,51,25.0,14754.0,Central
1,56,30.0,35000.0,Mountain
1,42,23.0,45000.0,Mountain
1,42,23.0,38000.0,Central
1,29,8.0,43231.0,Central
1,63,41.0,10400.0,Central
1,51,27.0,34580.0,Eastern
1,41,18.0,42000.0,Central
1,52,27.0,44100.0,Pacific
1,40,15.0,42000.0,Eastern
1,25,7.0,24800.0,Mountain
1,30,11.0,29000.0,Eastern
1,38,20.0,24000.0,Eastern
1,29,6.0,44836.0,Central
1,44,25.0,22000.0,Mountain
1,60,40.0,34000.0,Central
1,38,11.0,36800.0,Eastern
1,30,11.0,18500.0,Central
1,40,22.0,28000.0,Pacific
1,49,30.0,40000.0,Central
1,29,10.0,26500.0,Central
1,29,9.0,42000.0,Eastern
1,57,39.0,29000.0,Mountain
1,31,8.0,36000.0,Eastern
1,26,5.0,42342.0,Central
1,31,8.0,19800.0,Central
1,33,15.0,12000.0,Central
1,32,12.0,28000.0,Central
1,47,26.0,26000.0,Pacific
1,54,31.0,46201.0,Central
1,41,22.0,47728.0,Central
1,43,19.0,34000.0,Central
1,28,7.0,29200.0,Eastern
1,34,16.0,13000.0,Central
1,51,33.0,30000.0,Pacific
1,43,25.0,40000.0,Eastern
1,27,9.0,44500.0,Pacific
1,35,4.0,30000.0,Pacific
1,27,9.0,26000.0,Central
1,30,11.0,23000.0,Pacific
1,42,23.0,25000.0,Central
1,50,31.0,34000.0,Eastern
1,56,28.0,34000.0,Central
1,32,12.0,45000.0,Central
1,39,16.0,33539.0,Central
1,27,8.0,27017.0,Central
1,26,7.0,29458.0,Central
1,30,12.0,20000.0,Central
1,26,7.0,17000.0,Mountain
1,50,26.0,36000.0,Mountain
1,58,14.0,34000.0,Eastern
1,30,11.0,36000.0,Eastern
1,41,17.0,46800.0,Mountain
1,32,14.0,23000.0,Central
1,27,8.0,12000.0,Central
1,41,21.0,18700.0,Pacific
1,28,8.0,30000.0,Central
1,34,16.0,20000.0,Pacific
1,40,15.0,41600.0,Central
1,26,6.0,30100.0,Mountain
1,42,17.0,48000.0,Central
1,44,24.0,30000.0,Central
1,29,10.0,29000.0,Mountain
1,37,19.0,25500.0,Mountain
1,57,33.0,47000.0,Central
1,32,14.0,28000.0,Eastern
1,26,4.0,43000.0,Central
1,33,11.0,15000.0,Mountain
1,33,9.0,31000.0,Pacific
1,32,9.0,30000.0,Central
1,32,14.0,32400.0,Mountain
1,47,27.0,32000.0,Central
1,49,31.0,13200.0,Central
1,32,11.0,29700.0,Central
1,30,12.0,23000.0,Central
1,37,12.0,12908.0,Central
1,40,22.0,35000.0,Central
1,30,10.0,18000.0,Central
1,31,8.0,23000.0,Central
1,47,28.0,45000.0,Eastern
1,49,31.0,27000.0,Mountain
1,41,20.0,43559.0,Central
1,54,36.0,19000.0,Mountain
1,40,22.0,15400.0,Central
1,39,21.0,30000.0,Pacific
1,37,19.0,26000.0,Central
1,28,8.0,19200.0,Eastern
1,51,28.0,32000.0,Central
1,43,20.0,27000.0,Eastern
1,45,27.0,39119.0,Eastern
1,54,28.0,30000.0,Mountain
1,28,7.0,23000.0,Central
1,43,25.0,47000.0,Pacific
1,35,16.0,20000.0,Mountain
1,32,13.0,36000.0,Central
1,25,7.0,16924.0,Pacific
1,29,8.0,38000.0,Pacific
1,35,10.0,28106.0,Eastern
1,34,15.0,13000.0,Central
1,33,11.0,22000.0,Central
1,59,31.0,13000.0,Mountain
1,27,8.0,16125.0,Mountain
1,46,22.0,24000.0,Mountain
1,41,19.0,12900.0,Central
1,33,14.0,49000.0,Pacific
1,35,16.0,41000.0,Central
1,30,10.0,18000.0,Mountain
1,27,9.0,15000.0,Pacific
1,58,35.0,34000.0,Mountain
1,43,12.0,38000.0,Central
1,34,13.0,24000.0,Eastern
1,26,8.0,16000.0,Central
1,35,15.0,30000.0,Central
1,30,5.0,17000.0,Eastern
1,30,12.0,12000.0,Central
1,30,12.0,35000.0,Eastern
1,25,3.0,12900.0,Central
1,28,9.0,20000.0,Central
1,29,10.0,18200.0,Mountain
1,28,5.0,32000.0,Mountain
1,47,29.0,29600.0,Pacific
1,37,19.0,32452.0,Mountain
1,36,14.0,32000.0,Central
1,35,12.0,17000.0,Pacific
1,36,18.0,23500.0,Eastern
1,44,13.0,31000.0,Mountain
1,28,10.0,12000.0,Mountain
1,26,8.0,33000.0,Pacific
1,39,21.0,24000.0,Central
1,37,14.0,28000.0,Eastern
1,53,22.0,14400.0,Mountain
1,42,24.0,16000.0,Central
1,34,9.0,45000.0,Central
1,29,9.0,20000.0,Central
1,29,11.0,17000.0,Mountain
1,47,24.0,48000.0,Mountain
1,47,24.0,30000.0,Mountain
1,43,21.0,14574.0,Central
1,29,8.0,20000.0,Central
1,50,31.0,42000.0,Mountain
1,32,14.0,15000.0,Central
1,51,21.0,29000.0,Central
1,31,13.0,45500.0,Eastern
1,25,7.0,33000.0,Eastern
1,39,19.0,15000.0,Central
1,52,32.0,33000.0,Central
1,34,16.0,30000.0,Pacific
1,27,6.0,24000.0,Mountain
1,50,32.0,14900.0,Central
1,26,7.0,26000.0,Mountain
1,41,22.0,20000.0,Central
1,36,18.0,13000.0,Central
1,28,8.0,19100.0,Eastern
1,42,22.0,44500.0,Pacific
1,30,11.0,20000.0,Central
1,47,14.0,44000.0,Central
1,26,7.0,11000.0,Central
1,37,18.0,38000.0,Eastern
1,39,21.0,28000.0,Central
1,40,17.0,33000.0,Mountain
1,25,7.0,15000.0,Mountain
1,37,19.0,34000.0,Central
1,42,24.0,36800.0,Central
1,26,8.0,33200.0,Pacific
1,48,29.0,26000.0,Central
1,49,25.0,41000.0,Mountain
1,36,9.0,34884.0,Central
1,41,21.0,12000.0,Central
1,35,17.0,36500.0,Central
1,54,35.0,26000.0,Mountain
1,45,24.0,38000.0,Mountain
1,27,3.0,33000.0,Central
1,43,25.0,48000.0,Eastern
1,39,19.0,24000.0,Mountain
1,57,31.0,18000.0,Central
1,25,7.0,30000.0,Central
1,32,14.0,20000.0,Eastern
1,35,16.0,45000.0,Central
1,33,10.0,41000.0,Mountain
1,52,24.0,14000.0,Central
1,25,6.0,25000.0,Eastern
1,37,14.0,48000.0,Mountain
1,33,15.0,29200.0,Central
1,41,21.0,15000.0,Central
1,45,22.0,44554.0,Mountain
1,54,36.0,27000.0,Mountain
1,27,8.0,16500.0,Mountain
1,32,10.0,32000.0,Eastern
1,33,15.0,19700.0,Pacific
1,42,15.0,26000.0,Central
1,27,9.0,21000.0,Central
1,46,27.0,25000.0,Central
1,40,22.0,29000.0,Pacific
1,35,17.0,46700.0,Eastern
1,39,20.0,40000.0,Central
1,39,15.0,31000.0,Central
1,35,15.0,42000.0,Mountain
1,30,10.0,40500.0,Eastern
1,46,22.0,47000.0,Central
1,35,15.0,44000.0,Eastern
1,31,8.0,17840.0,Mountain
1,44,20.0,35000.0,Central
1,31,13.0,18200.0,Eastern
1,33,10.0,37000.0,Pacific
1,25,6.0,36000.0,Pacific
1,36,13.0,34000.0,Central
1,30,12.0,21000.0,Central
1,34,16.0,35000.0,Mountain
1,31,6.0,32000.0,Central
1,31,13.0,24200.0,Central
1,39,14.0,26567.0,Mountain
1,33,14.0,34000.0,Central
1,25,5.0,19800.0,Mountain
1,61,43.0,38000.0,Central
1,44,26.0,42000.0,Mountain
1,32,10.0,32000.0,Eastern
1,46,23.0,39000.0,Pacific
1,28,6.0,40850.0,Pacific
1,31,8.0,35000.0,Pacific
1,28,10.0,49794.0,Pacific
1,29,9.0,33000.0,Mountain
1,43,24.0,36000.0,Mountain
1,30,12.0,43000.0,Mountain
1,41,20.0,19200.0,Mountain
1,43,23.0,40000.0,Mountain
1,48,24.0,17000.0,Pacific
1,28,10.0,48000.0,Central
1,33,15.0,22785.0,Central
1,33,13.0,39700.0,Pacific
1,59,41.0,49000.0,Central
1,26,7.0,10240.0,Mountain
1,37,19.0,31000.0,Mountain
1,35,17.0,31704.0,Pacific
1,47,28.0,16000.0,Central
1,48,30.0,16000.0,Mountain
1,30,12.0,37000.0,Mountain
1,28,10.0,42000.0,Eastern
1,27,8.0,19796.0,Eastern
1,56,37.0,36400.0,Central
1,31,13.0,10900.0,Eastern
1,59,38.0,14000.0,Central
1,34,13.0,13000.0,Central
1,42,24.0,41000.0,Pacific
1,45,27.0,40300.0,Mountain
1,26,5.0,38000.0,Central
1,30,12.0,30000.0,Eastern
1,47,21.0,26000.0,Mountain
1,38,15.0,48000.0,Central
1,62,37.0,48852.0,Mountain
1,45,27.0,13500.0,Mountain
1,28,6.0,30700.0,Central
1,35,17.0,18450.0,Mountain
1,45,27.0,43000.0,Mountain
1,43,25.0,13500.0,Central
1,50,26.0,34500.0,Pacific
1,33,7.0,15000.0,Central
1,25,6.0,15000.0,Central
1,53,29.0,19380.0,Central
1,26,3.0,16000.0,Central
1,29,9.0,37428.0,Mountain
1,37,18.0,25000.0,Central
1,31,6.0,27000.0,Mountain
1,29,11.0,20000.0,Mountain
1,32,11.0,20000.0,Central
1,31,13.0,16000.0,Central
1,34,16.0,16200.0,Eastern
1,33,14.0,28335.0,Pacific
1,61,35.0,45840.0,Pacific
1,42,24.0,27500.0,Central
1,36,18.0,25000.0,Central
1,56,31.0,48000.0,Central
1,29,11.0,17000.0,Central
1,49,30.0,29000.0,Pacific
1,36,17.0,14000.0,Central
1,37,16.0,28600.0,Central
1,42,19.0,35000.0,Central
1,31,13.0,23525.0,Eastern
1,36,18.0,33000.0,Pacific
1,33,14.0,30000.0,Central
1,30,11.0,11000.0,Central
1,30,12.0,25350.0,Central
1,29,11.0,29000.0,Central
1,28,6.0,34000.0,Central
1,27,5.0,39064.0,Central
1,45,20.0,43000.0,Mountain
1,29,7.0,14000.0,Central
1,28,10.0,21000.0,Mountain
1,49,24.0,18000.0,Eastern
1,47,28.0,20900.0,Central
1,30,11.0,11000.0,Central
1,64,45.0,30000.0,Central
1,47,24.0,35000.0,Mountain
1,25,4.0,29000.0,Mountain
1,27,6.0,24000.0,Mountain
1,48,30.0,15000.0,Eastern
1,37,19.0,29000.0,Pacific
1,35,12.0,30000.0,Central
1,27,8.0,36000.0,Central
1,39,20.0,16600.0,Mountain
1,60,20.0,41000.0,Central
1,53,30.0,32000.0,Central
1,43,18.0,31000.0,Mountain
1,43,25.0,34580.0,Pacific
1,50,25.0,49055.0,Eastern
1,30,9.0,16350.0,Mountain
1,32,14.0,25000.0,Central
1,25,6.0,35000.0,Pacific
1,40,22.0,30000.0,Mountain
1,51,32.0,32000.0,Mountain
1,52,27.0,40000.0,Central
1,28,10.0,34000.0,Central
1,51,31.0,45000.0,Central
1,28,7.0,35000.0,Eastern
1,31,12.0,32000.0,Mountain
1,36,18.0,32000.0,Eastern
1,54,31.0,40000.0,Mountain
1,51,25.0,20000.0,Central
1,33,14.0,31000.0,Eastern
1,32,11.0,15500.0,Central
1,25,7.0,22000.0,Eastern
1,38,20.0,18000.0,Mountain
1,38,19.0,29500.0,Central
1,32,12.0,37000.0,Eastern
1,61,31.0,36000.0,Central
1,53,33.0,20250.0,Eastern
1,37,12.0,35000.0,Mountain
1,29,11.0,30000.0,Central
1,40,22.0,12000.0,Mountain
1,40,15.0,23000.0,Central
1,63,44.0,49000.0,Mountain
1,28,10.0,47000.0,Central
1,55,36.0,29000.0,Central
1,47,26.0,35000.0,Pacific
1,34,15.0,46000.0,Central
1,28,8.0,20000.0,Mountain
1,25,7.0,16293.0,Central
1,25,7.0,27800.0,Pacific
1,46,27.0,36000.0,Mountain
1,56,36.0,46002.0,Central
1,48,27.0,22000.0,Mountain
1,44,25.0,30600.0,Central
1,30,10.0,28000.0,Central
1,33,13.0,17500.0,Mountain
1,37,13.0,24600.0,Eastern
1,28,8.0,12000.0,Central
1,53,28.0,27000.0,Central
1,46,21.0,48000.0,Mountain
1,26,4.0,25000.0,Central
1,54,33.0,25000.0,Central
1,38,16.0,16000.0,Central
1,27,8.0,40000.0,Mountain
1,37,19.0,14200.0,Mountain
1,39,13.0,29417.0,Pacific
1,37,14.0,35000.0,Mountain
1,35,10.0,44000.0,Central
1,36,12.0,30000.0,Central
1,54,35.0,40000.0,Mountain
1,52,23.0,17000.0,Mountain
1,36,18.0,41000.0,Eastern
1,38,12.0,20500.0,Pacific
1,34,15.0,21500.0,Central
1,39,14.0,33000.0,Eastern
1,37,14.0,45000.0,Mountain
1,43,18.0,36724.0,Central
1,28,10.0,13000.0,Eastern
1,56,38.0,35000.0,Pacific
1,51,33.0,30000.0,Mountain
1,47,23.0,24529.0,Central
1,29,11.0,29000.0,Central
1,57,39.0,15000.0,Pacific
1,43,23.0,35000.0,Eastern
1,28,4.0,26676.0,Mountain
1,32,14.0,47520.0,Pacific
1,35,11.0,17000.0,Mountain
1,45,27.0,37000.0,Mountain
1,25,7.0,13000.0,Central
